Transcript stable ID	NCBI gene ID
ENSMUST00000142372	56421
ENSMUST00000151894	56421
ENSMUST00000144053	56421
ENSMUST00000148999	56421
ENSMUST00000135761	56421
ENSMUST00000137327	56421
ENSMUST00000136585	56421
ENSMUST00000202206	
ENSMUST00000227994	
ENSMUST00000027215	75623
ENSMUST00000156392	75623
ENSMUST00000128190	75623
ENSMUST00000147571	75623
ENSMUST00000133677	75623
ENSMUST00000150911	75623
ENSMUST00000152239	75623
ENSMUST00000129702	75623
ENSMUST00000147661	75623
ENSMUST00000127923	75623
ENSMUST00000143327	75623
ENSMUST00000149502	75623
ENSMUST00000125540	75623
ENSMUST00000025762	23825
ENSMUST00000237704	23825
ENSMUST00000170010	23825
ENSMUST00000237167	23825
ENSMUST00000219028	
ENSMUST00000227953	
ENSMUST00000219355	
ENSMUST00000124754	
ENSMUST00000141893	
ENSMUST00000077210	
ENSMUST00000118659	
ENSMUST00000182266	
ENSMUST00000048490	214048
ENSMUST00000191872	214048
ENSMUST00000200432	214048
ENSMUST00000197092	214048
ENSMUST00000193795	214048
ENSMUST00000191998	214048
ENSMUST00000191882	214048
ENSMUST00000065411	214048
ENSMUST00000192456	214048
ENSMUST00000197214	214048
ENSMUST00000194006	214048
ENSMUST00000199797	214048
ENSMUST00000191805	214048
ENSMUST00000026862	214048
ENSMUST00000099121	214048
ENSMUST00000036153	108679
ENSMUST00000191510	108679
ENSMUST00000189309	108679
ENSMUST00000190057	108679
ENSMUST00000186152	108679
ENSMUST00000186750	108679
ENSMUST00000190700	108679
ENSMUST00000189107	108679
ENSMUST00000186882	108679
ENSMUST00000119733	
ENSMUST00000220318	
ENSMUST00000198718	
ENSMUST00000131138	
ENSMUST00000180210	
ENSMUST00000199632	
ENSMUST00000058814	319642
ENSMUST00000132906	66147
ENSMUST00000030760	66147
ENSMUST00000149178	66147
ENSMUST00000132704	66147
ENSMUST00000145621	66147
ENSMUST00000153721	66147
ENSMUST00000152915	66147
ENSMUST00000150330	66147
ENSMUST00000122933	66147
ENSMUST00000130351	66147
ENSMUST00000144813	66147
ENSMUST00000140871	67210
ENSMUST00000007559	67210
ENSMUST00000196304	67210
ENSMUST00000119783	67210
ENSMUST00000209486	
ENSMUST00000112745	109241
ENSMUST00000154653	109241
ENSMUST00000112754	109241
ENSMUST00000142250	109241
ENSMUST00000148796	109241
ENSMUST00000127085	109241
ENSMUST00000147055	109241
ENSMUST00000147023	109241
ENSMUST00000047413	109241
ENSMUST00000199257	109241
ENSMUST00000122841	109241
ENSMUST00000132717	109241
ENSMUST00000196045	109241
ENSMUST00000197712	109241
ENSMUST00000196831	109241
ENSMUST00000180704	381922
ENSMUST00000205437	381922
ENSMUST00000205903	381922
ENSMUST00000181859	381922
ENSMUST00000206296	381922
ENSMUST00000206816	381922
ENSMUST00000206667	381922
ENSMUST00000014022	77733
ENSMUST00000209300	77733
ENSMUST00000124757	77733
ENSMUST00000153528	77733
ENSMUST00000209707	77733
ENSMUST00000110575	77733
ENSMUST00000110579	77733
ENSMUST00000140819	77733
ENSMUST00000110573	77733
ENSMUST00000124867	77733
ENSMUST00000200084	
ENSMUST00000225961	68514
ENSMUST00000022543	68514
ENSMUST00000224607	68514
ENSMUST00000224984	68514
ENSMUST00000225116	68514
ENSMUST00000198324	18129
ENSMUST00000079812	18129
ENSMUST00000040270	54130
ENSMUST00000237742	54130
ENSMUST00000236814	54130
ENSMUST00000237477	54130
ENSMUST00000236117	54130
ENSMUST00000235752	54130
ENSMUST00000237952	54130
ENSMUST00000036176	223666
ENSMUST00000239134	223666
ENSMUST00000176724	223666
ENSMUST00000177011	223666
ENSMUST00000176855	223666
ENSMUST00000176219	223666
ENSMUST00000177026	223666
ENSMUST00000177255	223666
ENSMUST00000175843	223666
ENSMUST00000176736	223666
ENSMUST00000239003	223666
ENSMUST00000077821	223666
ENSMUST00000175839	
ENSMUST00000114094	76668
ENSMUST00000154459	75360
ENSMUST00000188415	
ENSMUST00000189206	
ENSMUST00000190062	
ENSMUST00000177421	
ENSMUST00000032920	52858
ENSMUST00000206780	52858
ENSMUST00000206794	52858
ENSMUST00000206170	52858
ENSMUST00000206346	52858
ENSMUST00000206450	52858
ENSMUST00000205830	52858
ENSMUST00000206964	52858
ENSMUST00000060167	234700
ENSMUST00000118920	234700
ENSMUST00000199650	
ENSMUST00000120562	
ENSMUST00000211341	
ENSMUST00000006061	71382
ENSMUST00000121291	71382
ENSMUST00000142516	71382
ENSMUST00000195894	71382
ENSMUST00000123268	71382
ENSMUST00000126545	71382
ENSMUST00000143959	71382
ENSMUST00000143132	71382
ENSMUST00000199035	71382
ENSMUST00000196124	71382
ENSMUST00000196692	71382
ENSMUST00000197167	71382
ENSMUST00000199213	71382
ENSMUST00000196432	71382
ENSMUST00000219622	
ENSMUST00000085735	
ENSMUST00000172906	77087
ENSMUST00000098334	77087
ENSMUST00000212337	77087
ENSMUST00000212050	77087
ENSMUST00000174833	77087
ENSMUST00000212937	77087
ENSMUST00000098333	77087
ENSMUST00000171632	
ENSMUST00000212180	
ENSMUST00000212145	
ENSMUST00000159076	76406
ENSMUST00000161680	76406
ENSMUST00000047265	76406
ENSMUST00000171975	23806
ENSMUST00000026264	23806
ENSMUST00000165322	23806
ENSMUST00000171856	23806
ENSMUST00000168456	23806
ENSMUST00000168497	23806
ENSMUST00000168982	23806
ENSMUST00000070048	
ENSMUST00000117205	
ENSMUST00000193475	
ENSMUST00000052965	71175
ENSMUST00000174106	
ENSMUST00000068795	67568
ENSMUST00000109333	66128
ENSMUST00000078573	66128
ENSMUST00000132955	66128
ENSMUST00000076037	66128
ENSMUST00000125206	66128
ENSMUST00000150113	66128
ENSMUST00000204347	14924
ENSMUST00000093769	14924
ENSMUST00000203688	14924
ENSMUST00000204532	14924
ENSMUST00000203519	14924
ENSMUST00000205116	14924
ENSMUST00000204788	14924
ENSMUST00000204167	14924
ENSMUST00000203034	14924
ENSMUST00000089317	14924
ENSMUST00000055224	14924
ENSMUST00000185963	
ENSMUST00000028113	70981
ENSMUST00000114505	70981
ENSMUST00000236487	
ENSMUST00000173862	
ENSMUST00000209134	
ENSMUST00000208181	
ENSMUST00000048208	108811
ENSMUST00000095625	108811
ENSMUST00000175810	108811
ENSMUST00000137110	108811
ENSMUST00000190650	
ENSMUST00000199630	
ENSMUST00000075214	13506
ENSMUST00000039247	13506
ENSMUST00000155407	13506
ENSMUST00000128464	13506
ENSMUST00000065651	434674
ENSMUST00000207398	
ENSMUST00000188173	
ENSMUST00000227054	
ENSMUST00000208857	
ENSMUST00000198804	
ENSMUST00000197263	
ENSMUST00000120192	
ENSMUST00000193161	
ENSMUST00000023006	54562
ENSMUST00000228551	
ENSMUST00000227284	
ENSMUST00000226865	
ENSMUST00000052164	
ENSMUST00000181678	
ENSMUST00000053583	66962
ENSMUST00000187158	
ENSMUST00000198728	243328
ENSMUST00000058418	243328
ENSMUST00000061508	140482
ENSMUST00000207318	140482
ENSMUST00000208423	140482
ENSMUST00000148694	12343
ENSMUST00000015877	12343
ENSMUST00000156701	12343
ENSMUST00000136771	12343
ENSMUST00000130606	12343
ENSMUST00000152005	12343
ENSMUST00000142592	12343
ENSMUST00000192013	
ENSMUST00000117983	
ENSMUST00000150123	547176
ENSMUST00000082183	547176
ENSMUST00000145362	547176
ENSMUST00000127461	547176
ENSMUST00000118834	
ENSMUST00000181530	68790
ENSMUST00000181231	68790
ENSMUST00000182264	68790
ENSMUST00000154478	
ENSMUST00000102945	18232
ENSMUST00000173672	66961
ENSMUST00000232969	66961
ENSMUST00000174287	66961
ENSMUST00000174829	66961
ENSMUST00000005923	
ENSMUST00000134133	
ENSMUST00000133412	
ENSMUST00000136143	
ENSMUST00000200513	
ENSMUST00000212007	
ENSMUST00000212247	
ENSMUST00000163738	
ENSMUST00000170546	
ENSMUST00000179231	
ENSMUST00000237234	107328
ENSMUST00000088223	107328
ENSMUST00000062789	210808
ENSMUST00000139809	210808
ENSMUST00000142300	210808
ENSMUST00000034443	
ENSMUST00000117116	
ENSMUST00000192063	
ENSMUST00000189021	
ENSMUST00000224737	
ENSMUST00000096366	
ENSMUST00000212922	74356
ENSMUST00000014981	74356
ENSMUST00000212219	74356
ENSMUST00000212529	74356
ENSMUST00000171788	74356
ENSMUST00000225895	
ENSMUST00000210903	
ENSMUST00000204630	
ENSMUST00000198363	71078
ENSMUST00000050342	71078
ENSMUST00000178293	54651
ENSMUST00000115744	54651
ENSMUST00000191497	54651
ENSMUST00000029682	21827
ENSMUST00000142051	21827
ENSMUST00000126315	21827
ENSMUST00000119084	21827
ENSMUST00000146435	21827
ENSMUST00000126700	21827
ENSMUST00000144980	21827
ENSMUST00000136881	21827
ENSMUST00000155924	21827
ENSMUST00000126372	21827
ENSMUST00000153129	21827
ENSMUST00000155861	234135
ENSMUST00000136107	234135
ENSMUST00000146919	234135
ENSMUST00000139966	234135
ENSMUST00000142395	234135
ENSMUST00000143445	234135
ENSMUST00000141781	234135
ENSMUST00000153597	234135
ENSMUST00000129959	234135
ENSMUST00000147935	234135
ENSMUST00000084026	234135
ENSMUST00000155320	
ENSMUST00000105898	
ENSMUST00000170836	
ENSMUST00000221168	
ENSMUST00000117677	
ENSMUST00000040772	108101
ENSMUST00000237888	108101
ENSMUST00000237960	108101
ENSMUST00000236188	108101
ENSMUST00000238171	108101
ENSMUST00000121089	
ENSMUST00000219398	
ENSMUST00000119747	
ENSMUST00000074156	68870
ENSMUST00000123794	68870
ENSMUST00000137588	68870
ENSMUST00000120551	
ENSMUST00000046513	70911
ENSMUST00000162251	70911
ENSMUST00000162144	70911
ENSMUST00000162470	70911
ENSMUST00000163054	70911
ENSMUST00000162793	70911
ENSMUST00000162571	70911
ENSMUST00000161687	70911
ENSMUST00000159025	70911
ENSMUST00000160127	70911
ENSMUST00000030345	12896
ENSMUST00000106720	12896
ENSMUST00000106719	12896
ENSMUST00000175651	12896
ENSMUST00000141738	12896
ENSMUST00000131644	12896
ENSMUST00000136038	71523
ENSMUST00000144844	71523
ENSMUST00000146456	71523
ENSMUST00000142397	71523
ENSMUST00000154397	71523
ENSMUST00000104925	
ENSMUST00000220310	
ENSMUST00000118866	
ENSMUST00000102875	216558
ENSMUST00000060895	216558
ENSMUST00000143890	216558
ENSMUST00000133343	216558
ENSMUST00000189279	73410
ENSMUST00000188975	73410
ENSMUST00000190890	73410
ENSMUST00000189348	73410
ENSMUST00000178038	73410
ENSMUST00000034280	102193
ENSMUST00000150444	102193
ENSMUST00000124044	102193
ENSMUST00000141886	102193
ENSMUST00000123186	102193
ENSMUST00000222157	71457
ENSMUST00000111610	15381
ENSMUST00000227242	15381
ENSMUST00000228198	15381
ENSMUST00000228748	15381
ENSMUST00000227458	15381
ENSMUST00000227536	15381
ENSMUST00000228232	15381
ENSMUST00000227195	15381
ENSMUST00000228045	15381
ENSMUST00000226993	15381
ENSMUST00000228815	15381
ENSMUST00000228786	15381
ENSMUST00000164655	15381
ENSMUST00000111466	67445
ENSMUST00000190294	
ENSMUST00000121332	
ENSMUST00000039775	243914
ENSMUST00000169785	243914
ENSMUST00000164725	243914
ENSMUST00000172001	243914
ENSMUST00000165535	
ENSMUST00000237938	12894
ENSMUST00000025835	12894
ENSMUST00000235968	12894
ENSMUST00000237562	12894
ENSMUST00000238015	12894
ENSMUST00000237457	12894
ENSMUST00000237444	12894
ENSMUST00000238027	12894
ENSMUST00000228606	
ENSMUST00000056946	214854
ENSMUST00000188666	214854
ENSMUST00000219966	
ENSMUST00000187799	
ENSMUST00000238240	
ENSMUST00000190970	
ENSMUST00000186632	
ENSMUST00000220724	
ENSMUST00000034720	28015
ENSMUST00000163972	28015
ENSMUST00000169804	28015
ENSMUST00000233263	28015
ENSMUST00000042953	71169
ENSMUST00000221212	71169
ENSMUST00000221714	71169
ENSMUST00000223081	71169
ENSMUST00000223424	71169
ENSMUST00000189281	
ENSMUST00000221254	
ENSMUST00000020190	26464
ENSMUST00000227901	
ENSMUST00000014920	78688
ENSMUST00000238308	
ENSMUST00000066461	
ENSMUST00000235766	14151
ENSMUST00000236586	14151
ENSMUST00000237717	14151
ENSMUST00000235215	14151
ENSMUST00000235947	14151
ENSMUST00000025484	14151
ENSMUST00000237502	14151
ENSMUST00000237680	14151
ENSMUST00000235338	14151
ENSMUST00000237358	14151
ENSMUST00000238082	14151
ENSMUST00000237891	14151
ENSMUST00000235356	14151
ENSMUST00000238149	14151
ENSMUST00000235843	14151
ENSMUST00000180534	
ENSMUST00000224786	
ENSMUST00000221889	
ENSMUST00000043359	
ENSMUST00000122807	
ENSMUST00000142470	
ENSMUST00000150277	
ENSMUST00000140110	
ENSMUST00000148455	
ENSMUST00000222935	
ENSMUST00000221803	
ENSMUST00000220750	
ENSMUST00000118955	14025
ENSMUST00000127494	14025
ENSMUST00000000881	14025
ENSMUST00000124148	14025
ENSMUST00000109516	14025
ENSMUST00000109514	14025
ENSMUST00000047443	67729
ENSMUST00000187249	
ENSMUST00000149490	72325
ENSMUST00000122363	72325
ENSMUST00000155869	72325
ENSMUST00000146136	72325
ENSMUST00000117643	72325
ENSMUST00000118279	72325
ENSMUST00000130275	72325
ENSMUST00000155853	72325
ENSMUST00000127978	72325
ENSMUST00000124508	72325
ENSMUST00000130965	72325
ENSMUST00000137569	72325
ENSMUST00000129591	72325
ENSMUST00000187169	
ENSMUST00000063886	11480
ENSMUST00000156681	11480
ENSMUST00000057855	277978
ENSMUST00000212777	277978
ENSMUST00000212138	277978
ENSMUST00000212359	277978
ENSMUST00000212215	277978
ENSMUST00000212974	277978
ENSMUST00000212261	277978
ENSMUST00000203765	
ENSMUST00000198267	
ENSMUST00000133931	329738
ENSMUST00000123556	329738
ENSMUST00000150998	329738
ENSMUST00000147916	329738
ENSMUST00000224236	
ENSMUST00000060225	319197
ENSMUST00000096356	12984
ENSMUST00000230115	12984
ENSMUST00000230753	12984
ENSMUST00000230932	12984
ENSMUST00000167369	
ENSMUST00000169313	
ENSMUST00000165465	
ENSMUST00000165862	
ENSMUST00000165265	
ENSMUST00000072331	
ENSMUST00000186839	
ENSMUST00000171359	
ENSMUST00000169424	
ENSMUST00000186929	
ENSMUST00000170456	
ENSMUST00000223864	
ENSMUST00000224295	
ENSMUST00000223935	
ENSMUST00000117591	
ENSMUST00000118849	
ENSMUST00000117595	
ENSMUST00000167571	
ENSMUST00000080030	
ENSMUST00000167025	
ENSMUST00000164098	
ENSMUST00000166063	
ENSMUST00000229660	
ENSMUST00000029469	67709
ENSMUST00000178289	105351
ENSMUST00000038690	105351
ENSMUST00000222052	105351
ENSMUST00000058578	70804
ENSMUST00000124636	70804
ENSMUST00000031707	30956
ENSMUST00000138063	30956
ENSMUST00000149864	30956
ENSMUST00000152280	30956
ENSMUST00000225115	
ENSMUST00000166583	
ENSMUST00000215733	258612
ENSMUST00000215532	258612
ENSMUST00000216409	258612
ENSMUST00000215234	258612
ENSMUST00000053958	258612
ENSMUST00000220829	
ENSMUST00000227656	
ENSMUST00000086338	
ENSMUST00000222785	
ENSMUST00000165849	
ENSMUST00000188769	
ENSMUST00000094141	14276
ENSMUST00000210598	14276
ENSMUST00000211604	14276
ENSMUST00000209329	14276
ENSMUST00000211566	14276
ENSMUST00000180906	68808
ENSMUST00000147622	68808
ENSMUST00000181800	68808
ENSMUST00000199959	75010
ENSMUST00000014673	75010
ENSMUST00000115515	75010
ENSMUST00000198739	75010
ENSMUST00000156117	75010
ENSMUST00000188694	
ENSMUST00000191177	
ENSMUST00000218542	71721
ENSMUST00000220442	71721
ENSMUST00000219514	71721
ENSMUST00000173042	71721
ENSMUST00000220159	71721
ENSMUST00000062883	71721
ENSMUST00000105436	71721
ENSMUST00000188526	
ENSMUST00000072050	
ENSMUST00000163153	19684
ENSMUST00000000590	19684
ENSMUST00000238858	19684
ENSMUST00000061352	19684
ENSMUST00000163843	
ENSMUST00000187440	
ENSMUST00000212232	
ENSMUST00000212288	
ENSMUST00000038107	17684
ENSMUST00000219558	17684
ENSMUST00000218370	17684
ENSMUST00000016771	17886
ENSMUST00000229259	17886
ENSMUST00000139729	17886
ENSMUST00000231192	17886
ENSMUST00000126796	17886
ENSMUST00000129453	17886
ENSMUST00000123101	17886
ENSMUST00000124844	17886
ENSMUST00000134878	17886
ENSMUST00000020679	214112
ENSMUST00000021844	19766
ENSMUST00000163418	19766
ENSMUST00000167374	19766
ENSMUST00000171137	19766
ENSMUST00000222176	19766
ENSMUST00000188059	
ENSMUST00000139025	
ENSMUST00000203361	
ENSMUST00000205137	
ENSMUST00000120311	
ENSMUST00000059579	72826
ENSMUST00000156680	72826
ENSMUST00000129861	72826
ENSMUST00000130106	72826
ENSMUST00000213416	72826
ENSMUST00000160987	19073
ENSMUST00000162161	19073
ENSMUST00000160643	19073
ENSMUST00000159020	19073
ENSMUST00000162956	19073
ENSMUST00000020271	19073
ENSMUST00000085248	21761
ENSMUST00000169860	21761
ENSMUST00000187771	21761
ENSMUST00000190377	21761
ENSMUST00000191189	21761
ENSMUST00000189089	21761
ENSMUST00000189420	21761
ENSMUST00000191353	21761
ENSMUST00000188905	21761
ENSMUST00000190345	21761
ENSMUST00000189241	21761
ENSMUST00000185433	21761
ENSMUST00000121343	
ENSMUST00000117809	
ENSMUST00000199915	
ENSMUST00000052266	20336
ENSMUST00000137043	20336
ENSMUST00000090381	20336
ENSMUST00000132842	20336
ENSMUST00000115080	20336
ENSMUST00000139132	20336
ENSMUST00000152835	20336
ENSMUST00000156207	20336
ENSMUST00000143190	20336
ENSMUST00000134653	20336
ENSMUST00000065173	242384
ENSMUST00000098151	242384
ENSMUST00000108122	242384
ENSMUST00000124999	242384
ENSMUST00000145615	242384
ENSMUST00000127372	242384
ENSMUST00000144170	242384
ENSMUST00000125128	242384
ENSMUST00000108124	242384
ENSMUST00000164772	242384
ENSMUST00000210443	
ENSMUST00000211428	
ENSMUST00000211793	
ENSMUST00000098239	
ENSMUST00000080330	
ENSMUST00000045748	236900
ENSMUST00000134502	236900
ENSMUST00000154717	236900
ENSMUST00000006451	219022
ENSMUST00000227751	219022
ENSMUST00000227327	219022
ENSMUST00000228440	219022
ENSMUST00000226768	219022
ENSMUST00000227934	219022
ENSMUST00000008090	11859
ENSMUST00000209878	11859
ENSMUST00000131570	
ENSMUST00000162491	72026
ENSMUST00000023019	72026
ENSMUST00000160733	72026
ENSMUST00000162601	72026
ENSMUST00000162339	72026
ENSMUST00000161784	72026
ENSMUST00000162010	72026
ENSMUST00000159362	72026
ENSMUST00000159730	72026
ENSMUST00000209414	
ENSMUST00000200599	
ENSMUST00000199649	
ENSMUST00000105686	70556
ENSMUST00000031273	74596
ENSMUST00000132213	74596
ENSMUST00000227963	
ENSMUST00000228807	
ENSMUST00000228415	
ENSMUST00000227452	
ENSMUST00000051907	329972
ENSMUST00000181353	329972
ENSMUST00000033915	234267
ENSMUST00000049463	67000
ENSMUST00000223739	67000
ENSMUST00000146717	78200
ENSMUST00000131383	78200
ENSMUST00000209804	
ENSMUST00000238362	
ENSMUST00000038757	105859
ENSMUST00000230633	105859
ENSMUST00000135663	105859
ENSMUST00000140209	105859
ENSMUST00000152678	105859
ENSMUST00000119639	
ENSMUST00000133819	
ENSMUST00000120412	
ENSMUST00000042753	269623
ENSMUST00000176000	269623
ENSMUST00000135809	269623
ENSMUST00000124162	269623
ENSMUST00000121877	269623
ENSMUST00000118218	71083
ENSMUST00000131451	71083
ENSMUST00000187012	
ENSMUST00000102582	100705
ENSMUST00000146841	100705
ENSMUST00000143276	100705
ENSMUST00000142489	100705
ENSMUST00000031583	100705
ENSMUST00000228611	
ENSMUST00000117094	
ENSMUST00000239312	
ENSMUST00000117999	
ENSMUST00000003386	66163
ENSMUST00000216824	66163
ENSMUST00000216175	66163
ENSMUST00000214124	66163
ENSMUST00000216818	66163
ENSMUST00000213977	66163
ENSMUST00000216325	66163
ENSMUST00000216466	66163
ENSMUST00000155912	
ENSMUST00000122203	
ENSMUST00000146250	
ENSMUST00000129397	
ENSMUST00000030661	100210
ENSMUST00000105899	100210
ENSMUST00000148909	100210
ENSMUST00000067529	236643
ENSMUST00000086165	236643
ENSMUST00000171613	12311
ENSMUST00000115622	12311
ENSMUST00000075644	12311
ENSMUST00000168592	12311
ENSMUST00000170266	12311
ENSMUST00000053419	100061
ENSMUST00000107101	100061
ENSMUST00000098486	12047
ENSMUST00000110917	
ENSMUST00000020965	
ENSMUST00000233704	
ENSMUST00000174362	257958
ENSMUST00000181618	
ENSMUST00000034470	
ENSMUST00000213917	
ENSMUST00000162561	71130
ENSMUST00000160123	71130
ENSMUST00000234038	71130
ENSMUST00000235004	71130
ENSMUST00000234220	71130
ENSMUST00000159877	71130
ENSMUST00000160761	71130
ENSMUST00000234615	71130
ENSMUST00000159577	71130
ENSMUST00000089687	71130
ENSMUST00000209917	
ENSMUST00000233443	
ENSMUST00000233515	
ENSMUST00000187395	
ENSMUST00000210090	
ENSMUST00000136390	105782
ENSMUST00000002603	105782
ENSMUST00000063747	105782
ENSMUST00000109946	105782
ENSMUST00000229940	105782
ENSMUST00000231218	105782
ENSMUST00000229896	105782
ENSMUST00000230217	105782
ENSMUST00000230249	105782
ENSMUST00000230104	105782
ENSMUST00000145830	105782
ENSMUST00000148211	105782
ENSMUST00000206289	71029
ENSMUST00000190160	71029
ENSMUST00000207559	71029
ENSMUST00000188891	
ENSMUST00000085257	
ENSMUST00000189542	109019
ENSMUST00000186003	109019
ENSMUST00000190103	109019
ENSMUST00000027279	109019
ENSMUST00000186684	109019
ENSMUST00000188204	109019
ENSMUST00000188051	109019
ENSMUST00000185534	109019
ENSMUST00000185961	109019
ENSMUST00000188303	109019
ENSMUST00000210377	
ENSMUST00000097430	83672
ENSMUST00000162013	83672
ENSMUST00000115763	83672
ENSMUST00000159394	83672
ENSMUST00000162635	83672
ENSMUST00000232151	83672
ENSMUST00000231743	83672
ENSMUST00000161118	83672
ENSMUST00000232362	83672
ENSMUST00000160771	83672
ENSMUST00000160483	83672
ENSMUST00000159880	83672
ENSMUST00000185565	100040712
ENSMUST00000185565	100042110
ENSMUST00000185565	100042417
ENSMUST00000185565	100042578
ENSMUST00000185565	100861691
ENSMUST00000185565	100861906
ENSMUST00000185565	100861973
ENSMUST00000185565	100862025
ENSMUST00000185565	108168545
ENSMUST00000185565	108168547
ENSMUST00000185565	108168548
ENSMUST00000185565	108168559
ENSMUST00000210852	
ENSMUST00000233025	
ENSMUST00000202537	
ENSMUST00000201548	
ENSMUST00000202586	
ENSMUST00000209781	
ENSMUST00000020982	194655
ENSMUST00000139940	194655
ENSMUST00000146894	194655
ENSMUST00000144046	194655
ENSMUST00000147801	77036
ENSMUST00000008451	77036
ENSMUST00000125740	77036
ENSMUST00000198134	77036
