Transcript stable ID	NCBI gene ID
ENSMUST00000227664	268749
ENSMUST00000227708	268749
ENSMUST00000188872	
ENSMUST00000213445	
ENSMUST00000215540	
ENSMUST00000075717	
ENSMUST00000216567	
ENSMUST00000212793	
ENSMUST00000217193	
ENSMUST00000053919	
ENSMUST00000232441	
ENSMUST00000151668	75608
ENSMUST00000044277	75608
ENSMUST00000136788	75608
ENSMUST00000099726	
ENSMUST00000118288	
ENSMUST00000189508	
ENSMUST00000075585	
ENSMUST00000209672	
ENSMUST00000217460	
ENSMUST00000209719	
ENSMUST00000211243	
ENSMUST00000231710	
ENSMUST00000024704	76917
ENSMUST00000122991	76917
ENSMUST00000127144	76917
ENSMUST00000221577	
ENSMUST00000005103	18025
ENSMUST00000061507	18025
ENSMUST00000160133	18025
ENSMUST00000134409	
ENSMUST00000157027	13808
ENSMUST00000072841	13808
ENSMUST00000108548	13808
ENSMUST00000126241	13808
ENSMUST00000134087	13808
ENSMUST00000179738	13808
ENSMUST00000179055	13808
ENSMUST00000170716	13808
ENSMUST00000124912	
ENSMUST00000176240	
ENSMUST00000190372	108168663
ENSMUST00000141391	
ENSMUST00000190542	
ENSMUST00000189883	
ENSMUST00000021860	
ENSMUST00000225716	
ENSMUST00000174565	
ENSMUST00000191714	
ENSMUST00000205157	
ENSMUST00000231929	
ENSMUST00000179466	100040781
ENSMUST00000045114	67239
ENSMUST00000183309	67239
ENSMUST00000182287	67239
ENSMUST00000181995	67239
ENSMUST00000183052	67239
ENSMUST00000183114	67239
ENSMUST00000207864	
ENSMUST00000191536	108168603
ENSMUST00000231370	
ENSMUST00000002292	68477
ENSMUST00000149415	68477
ENSMUST00000144081	68477
ENSMUST00000140696	68477
ENSMUST00000123947	68477
ENSMUST00000088785	72556
ENSMUST00000182248	72556
ENSMUST00000181390	
ENSMUST00000191319	
ENSMUST00000189623	
ENSMUST00000187878	
ENSMUST00000024709	12488
ENSMUST00000233350	12488
ENSMUST00000233476	12488
ENSMUST00000233123	12488
ENSMUST00000233195	12488
ENSMUST00000233626	12488
ENSMUST00000238244	
ENSMUST00000179028	
ENSMUST00000147774	
ENSMUST00000024620	67045
ENSMUST00000232396	67045
ENSMUST00000232199	67045
ENSMUST00000207658	
ENSMUST00000215302	
ENSMUST00000056144	
ENSMUST00000180219	
ENSMUST00000209489	
ENSMUST00000227301	
ENSMUST00000176769	67155
ENSMUST00000208163	67155
ENSMUST00000025862	67155
ENSMUST00000176030	67155
ENSMUST00000099537	67155
ENSMUST00000176584	67155
ENSMUST00000176019	67155
ENSMUST00000208303	67155
ENSMUST00000175935	67155
ENSMUST00000207175	67155
ENSMUST00000208378	67155
ENSMUST00000208674	67155
ENSMUST00000176731	67155
ENSMUST00000207226	67155
ENSMUST00000176700	67155
ENSMUST00000176494	67155
ENSMUST00000207944	67155
ENSMUST00000207418	67155
ENSMUST00000208705	67155
ENSMUST00000208751	67155
ENSMUST00000207812	67155
ENSMUST00000175791	67155
ENSMUST00000207118	67155
ENSMUST00000209085	67155
ENSMUST00000208915	67155
ENSMUST00000208541	67155
ENSMUST00000207054	67155
ENSMUST00000208589	67155
ENSMUST00000176475	67155
ENSMUST00000176698	67155
ENSMUST00000207832	67155
ENSMUST00000177252	67155
ENSMUST00000208712	67155
ENSMUST00000208186	67155
ENSMUST00000208806	67155
ENSMUST00000208027	67155
ENSMUST00000175842	67155
ENSMUST00000208226	67155
ENSMUST00000207380	67155
ENSMUST00000208091	67155
ENSMUST00000175953	67155
ENSMUST00000207535	67155
ENSMUST00000177116	67155
ENSMUST00000177484	67155
ENSMUST00000208984	67155
ENSMUST00000112637	67155
ENSMUST00000152855	
ENSMUST00000188033	
ENSMUST00000228664	
ENSMUST00000228244	
ENSMUST00000078039	
ENSMUST00000182746	
ENSMUST00000238632	100862369
ENSMUST00000138176	
ENSMUST00000236381	
ENSMUST00000118943	
ENSMUST00000198800	
ENSMUST00000183025	330502
ENSMUST00000182483	330502
ENSMUST00000080834	330502
ENSMUST00000182546	330502
ENSMUST00000183115	330502
ENSMUST00000182919	330502
ENSMUST00000183190	330502
ENSMUST00000085679	
ENSMUST00000129033	
ENSMUST00000126343	
ENSMUST00000196111	
ENSMUST00000141602	
ENSMUST00000136074	
ENSMUST00000138235	
ENSMUST00000138900	
ENSMUST00000128229	
ENSMUST00000138922	
ENSMUST00000144375	
ENSMUST00000190023	
ENSMUST00000191406	
ENSMUST00000210345	
ENSMUST00000203586	108168468
ENSMUST00000178425	108168468
ENSMUST00000121381	
ENSMUST00000130693	
ENSMUST00000129051	
ENSMUST00000150948	
ENSMUST00000059886	
ENSMUST00000191193	
ENSMUST00000189418	
ENSMUST00000024851	67052
ENSMUST00000233552	67052
ENSMUST00000232863	67052
ENSMUST00000233750	67052
ENSMUST00000233011	67052
ENSMUST00000209866	18349
ENSMUST00000086318	18349
ENSMUST00000209731	
ENSMUST00000086101	19222
ENSMUST00000144408	19222
ENSMUST00000004936	56221
ENSMUST00000201401	56221
ENSMUST00000041845	330490
ENSMUST00000085944	330490
ENSMUST00000160514	330490
ENSMUST00000160948	330490
ENSMUST00000160277	330490
ENSMUST00000218466	
ENSMUST00000220241	
ENSMUST00000170374	11717
ENSMUST00000176487	11717
ENSMUST00000213373	11717
ENSMUST00000005829	11717
ENSMUST00000106686	11717
ENSMUST00000143786	11717
ENSMUST00000147587	11717
ENSMUST00000148292	11717
ENSMUST00000167334	69983
ENSMUST00000191870	69983
ENSMUST00000170445	69983
ENSMUST00000094190	69983
ENSMUST00000054760	
ENSMUST00000111613	228139
ENSMUST00000028465	228139
ENSMUST00000111616	228139
ENSMUST00000145285	228139
ENSMUST00000127839	228139
ENSMUST00000186085	
ENSMUST00000190590	
ENSMUST00000212943	18315
ENSMUST00000211895	18315
ENSMUST00000086473	18315
ENSMUST00000102655	18573
ENSMUST00000183775	18573
ENSMUST00000102653	18573
ENSMUST00000090756	18573
ENSMUST00000102652	18573
ENSMUST00000102651	18573
ENSMUST00000134739	18573
ENSMUST00000146076	18573
ENSMUST00000125887	18573
ENSMUST00000102654	18573
ENSMUST00000238270	100862389
ENSMUST00000089157	66570
ENSMUST00000089155	66570
ENSMUST00000230408	66570
ENSMUST00000229041	66570
ENSMUST00000229505	66570
ENSMUST00000229747	66570
ENSMUST00000120436	
ENSMUST00000147630	22759
ENSMUST00000187608	
ENSMUST00000118560	
ENSMUST00000231616	
ENSMUST00000052440	
ENSMUST00000226953	
ENSMUST00000227530	
ENSMUST00000062811	
ENSMUST00000231447	
ENSMUST00000210286	
ENSMUST00000057135	140810
ENSMUST00000028740	140810
ENSMUST00000143051	140810
ENSMUST00000131389	140810
ENSMUST00000141921	140810
ENSMUST00000085840	140810
ENSMUST00000211142	
ENSMUST00000024627	12648
ENSMUST00000173311	12648
ENSMUST00000173159	12648
ENSMUST00000174461	12648
ENSMUST00000173040	12648
ENSMUST00000019514	12315
ENSMUST00000172594	12315
ENSMUST00000173139	12315
ENSMUST00000173557	12315
ENSMUST00000195484	
ENSMUST00000213368	
ENSMUST00000215287	
ENSMUST00000086064	
ENSMUST00000211473	
ENSMUST00000191792	
ENSMUST00000201893	
ENSMUST00000160648	229503
ENSMUST00000159091	229503
ENSMUST00000005016	229503
ENSMUST00000168070	229503
ENSMUST00000160074	229503
ENSMUST00000160068	229503
ENSMUST00000159831	229503
ENSMUST00000161014	229503
ENSMUST00000160143	229503
ENSMUST00000159967	229503
ENSMUST00000161471	229503
ENSMUST00000164439	229503
ENSMUST00000020827	76892
ENSMUST00000125675	76892
ENSMUST00000131246	76892
ENSMUST00000099996	72421
ENSMUST00000207652	
ENSMUST00000227227	
ENSMUST00000034405	17535
ENSMUST00000115632	17535
ENSMUST00000147305	17535
ENSMUST00000215820	17535
ENSMUST00000147676	17535
ENSMUST00000136568	17535
ENSMUST00000163864	
ENSMUST00000217130	
ENSMUST00000202562	
ENSMUST00000207600	
ENSMUST00000035208	12217
ENSMUST00000124763	12217
ENSMUST00000115323	14823
ENSMUST00000090512	14823
ENSMUST00000131897	14823
ENSMUST00000146727	14823
ENSMUST00000132755	14823
ENSMUST00000202861	14823
ENSMUST00000115324	14823
ENSMUST00000066166	21892
ENSMUST00000209451	21892
ENSMUST00000211755	21892
ENSMUST00000210256	21892
ENSMUST00000060092	326622
ENSMUST00000128200	326622
ENSMUST00000144901	326622
ENSMUST00000160661	71106
ENSMUST00000059648	71106
ENSMUST00000159700	71106
ENSMUST00000022427	71106
ENSMUST00000168234	71106
ENSMUST00000170881	71106
ENSMUST00000042322	78250
ENSMUST00000163982	78250
ENSMUST00000163624	78250
ENSMUST00000080527	78250
ENSMUST00000171243	78250
ENSMUST00000170960	78250
ENSMUST00000213956	
ENSMUST00000086063	
ENSMUST00000002418	72368
ENSMUST00000123976	72368
ENSMUST00000123760	72368
ENSMUST00000129668	72368
ENSMUST00000110139	72368
ENSMUST00000234651	19123
ENSMUST00000234746	19123
ENSMUST00000234386	19123
ENSMUST00000234198	19123
ENSMUST00000234375	19123
ENSMUST00000234657	19123
ENSMUST00000234649	19123
ENSMUST00000171765	19123
ENSMUST00000210484	
ENSMUST00000081510	17314
ENSMUST00000224853	
ENSMUST00000224806	
ENSMUST00000224019	
ENSMUST00000224587	
ENSMUST00000076922	20128
ENSMUST00000125762	20128
ENSMUST00000142124	20128
ENSMUST00000204517	
ENSMUST00000192363	
ENSMUST00000086062	258310
ENSMUST00000213688	258310
ENSMUST00000114192	383678
ENSMUST00000159840	16498
ENSMUST00000160884	16498
ENSMUST00000030768	16498
ENSMUST00000238738	16498
ENSMUST00000238715	16498
ENSMUST00000238252	16498
ENSMUST00000105648	16498
ENSMUST00000159186	16498
ENSMUST00000159844	16498
ENSMUST00000161236	16498
ENSMUST00000161496	16498
ENSMUST00000159435	16498
ENSMUST00000162165	16498
ENSMUST00000162200	16498
ENSMUST00000161844	16498
ENSMUST00000159488	16498
ENSMUST00000162518	16498
ENSMUST00000162017	16498
ENSMUST00000160441	
ENSMUST00000099995	
ENSMUST00000231084	
ENSMUST00000160089	
ENSMUST00000119405	101056144
ENSMUST00000108028	100862220
ENSMUST00000151103	100862220
ENSMUST00000123767	100862220
ENSMUST00000153997	100862220
ENSMUST00000145219	100862220
ENSMUST00000108027	100862220
ENSMUST00000155656	100862220
ENSMUST00000181518	100862220
ENSMUST00000191433	108168606
ENSMUST00000231793	
ENSMUST00000231479	
ENSMUST00000210127	
ENSMUST00000134863	16391
ENSMUST00000130697	16391
ENSMUST00000136109	16391
ENSMUST00000138037	16391
ENSMUST00000145680	16391
ENSMUST00000126269	16391
ENSMUST00000226275	16391
ENSMUST00000231384	102636085
ENSMUST00000193960	
ENSMUST00000199833	84111
ENSMUST00000200095	84111
ENSMUST00000056898	84111
ENSMUST00000004206	53356
ENSMUST00000213454	53356
ENSMUST00000213882	53356
ENSMUST00000216133	53356
ENSMUST00000042405	14113
ENSMUST00000207956	14113
ENSMUST00000208967	14113
ENSMUST00000207397	14113
ENSMUST00000207384	14113
ENSMUST00000208259	14113
ENSMUST00000099994	
ENSMUST00000228047	
ENSMUST00000228563	
ENSMUST00000227205	
ENSMUST00000227240	
ENSMUST00000227755	
ENSMUST00000227471	
ENSMUST00000228578	
ENSMUST00000228028	
ENSMUST00000075053	
ENSMUST00000163756	17259
ENSMUST00000110146	17259
ENSMUST00000110143	17259
ENSMUST00000110141	17259
ENSMUST00000110140	17259
ENSMUST00000233984	26415
ENSMUST00000124099	26415
ENSMUST00000233460	26415
ENSMUST00000129096	26415
ENSMUST00000133786	26415
ENSMUST00000233109	26415
ENSMUST00000233051	26415
ENSMUST00000233676	26415
ENSMUST00000004986	26415
ENSMUST00000204144	
ENSMUST00000159193	
ENSMUST00000020392	
ENSMUST00000192574	
ENSMUST00000234291	
ENSMUST00000117532	
ENSMUST00000058154	237500
ENSMUST00000099318	237500
ENSMUST00000130883	237500
ENSMUST00000128009	237500
ENSMUST00000134477	237500
ENSMUST00000181713	
ENSMUST00000193455	242050
ENSMUST00000194546	242050
ENSMUST00000195983	242050
ENSMUST00000039419	242050
ENSMUST00000027405	22626
ENSMUST00000188080	22626
ENSMUST00000163192	13663
ENSMUST00000238932	13663
ENSMUST00000185124	13663
ENSMUST00000183422	13663
ENSMUST00000183430	13663
ENSMUST00000184395	13663
ENSMUST00000184235	13663
ENSMUST00000183360	13663
ENSMUST00000217339	13663
ENSMUST00000115086	13663
ENSMUST00000239021	13663
ENSMUST00000034986	70348
ENSMUST00000121189	70348
ENSMUST00000147948	68957
ENSMUST00000147991	68957
ENSMUST00000149640	68957
ENSMUST00000123200	68957
ENSMUST00000147818	68957
ENSMUST00000175729	
ENSMUST00000173746	
ENSMUST00000239013	
ENSMUST00000112995	14605
ENSMUST00000055738	14605
ENSMUST00000133023	14605
ENSMUST00000112996	14605
ENSMUST00000123898	14605
ENSMUST00000152048	14605
ENSMUST00000224643	
ENSMUST00000195574	
ENSMUST00000195504	
ENSMUST00000193593	
ENSMUST00000193313	
ENSMUST00000194063	
ENSMUST00000119621	
ENSMUST00000174302	21429
ENSMUST00000079589	21429
ENSMUST00000107115	21429
ENSMUST00000107117	21429
ENSMUST00000006754	21429
ENSMUST00000107119	21429
ENSMUST00000107123	21429
ENSMUST00000173870	21429
ENSMUST00000174726	21429
ENSMUST00000174400	21429
ENSMUST00000146896	21429
ENSMUST00000128016	21429
ENSMUST00000178839	21429
ENSMUST00000193871	
ENSMUST00000098128	100862177
ENSMUST00000225272	102638723
ENSMUST00000224365	
ENSMUST00000087268	74591
ENSMUST00000188752	74591
ENSMUST00000187097	74591
ENSMUST00000191520	74591
ENSMUST00000189102	74591
ENSMUST00000160249	84585
ENSMUST00000162355	84585
ENSMUST00000161673	84585
ENSMUST00000159523	84585
ENSMUST00000159306	84585
ENSMUST00000160649	84585
ENSMUST00000159526	84585
ENSMUST00000159136	84585
ENSMUST00000162123	84585
ENSMUST00000162753	84585
ENSMUST00000160841	84585
ENSMUST00000161828	84585
ENSMUST00000174504	84585
ENSMUST00000162152	84585
ENSMUST00000162516	84585
ENSMUST00000159372	84585
ENSMUST00000178267	84585
ENSMUST00000047746	84585
ENSMUST00000220609	26556
ENSMUST00000109494	26556
ENSMUST00000109493	26556
ENSMUST00000102752	26556
ENSMUST00000080127	26556
ENSMUST00000109497	26556
ENSMUST00000109498	26556
ENSMUST00000060490	26556
ENSMUST00000109492	26556
ENSMUST00000109496	26556
ENSMUST00000109495	26556
ENSMUST00000079086	26556
ENSMUST00000148367	67150
ENSMUST00000176210	67150
ENSMUST00000177236	67150
ENSMUST00000175981	67150
ENSMUST00000177462	67150
ENSMUST00000175648	67150
ENSMUST00000176048	67150
ENSMUST00000106682	67150
ENSMUST00000176746	67150
ENSMUST00000176716	67150
ENSMUST00000177520	67150
ENSMUST00000210070	67150
ENSMUST00000105264	
ENSMUST00000204670	
ENSMUST00000051839	72927
ENSMUST00000215951	72927
ENSMUST00000192626	
ENSMUST00000112414	54137
ENSMUST00000112413	54137
ENSMUST00000088294	54137
ENSMUST00000032481	54137
ENSMUST00000112412	54137
ENSMUST00000124159	54137
ENSMUST00000136100	54137
ENSMUST00000131188	100503147
ENSMUST00000057407	227717
ENSMUST00000047630	76652
ENSMUST00000136896	320727
ENSMUST00000048418	320727
ENSMUST00000239062	320727
ENSMUST00000204424	320727
ENSMUST00000204016	320727
ENSMUST00000147955	320727
ENSMUST00000123842	320727
ENSMUST00000145743	320727
ENSMUST00000144357	320727
ENSMUST00000204936	320727
ENSMUST00000145960	320727
ENSMUST00000205196	320727
ENSMUST00000031627	231887
ENSMUST00000123111	231887
ENSMUST00000143439	231887
ENSMUST00000199218	231887
ENSMUST00000148781	231887
ENSMUST00000193857	
ENSMUST00000141375	
ENSMUST00000142990	
ENSMUST00000192432	
ENSMUST00000040487	237926
ENSMUST00000132274	237926
ENSMUST00000143299	237926
ENSMUST00000148888	237926
ENSMUST00000143527	
ENSMUST00000196583	70839
ENSMUST00000050360	70839
ENSMUST00000199609	70839
ENSMUST00000199675	70839
ENSMUST00000170388	70839
ENSMUST00000204141	
ENSMUST00000224388	
ENSMUST00000190505	
ENSMUST00000062964	
ENSMUST00000091257	67414
ENSMUST00000125182	67414
ENSMUST00000147350	67414
ENSMUST00000137565	67414
ENSMUST00000118286	67414
ENSMUST00000140328	67414
ENSMUST00000194384	67414
ENSMUST00000151320	67414
ENSMUST00000191661	67414
ENSMUST00000195334	67414
ENSMUST00000224238	
ENSMUST00000056978	16553
ENSMUST00000223881	16553
ENSMUST00000225836	16553
ENSMUST00000224756	16553
ENSMUST00000225591	16553
ENSMUST00000223856	16553
ENSMUST00000225904	16553
ENSMUST00000238722	16553
ENSMUST00000224457	16553
ENSMUST00000224923	16553
ENSMUST00000224484	
ENSMUST00000146614	
ENSMUST00000126906	
ENSMUST00000144163	
ENSMUST00000138783	14706
ENSMUST00000021734	14706
ENSMUST00000220727	14706
ENSMUST00000225932	
ENSMUST00000077798	20833
ENSMUST00000130729	20833
ENSMUST00000123467	20833
ENSMUST00000135414	20833
ENSMUST00000146530	20833
ENSMUST00000142359	20833
ENSMUST00000145097	20833
ENSMUST00000127069	20833
ENSMUST00000168266	20833
ENSMUST00000180200	268857
ENSMUST00000177551	268857
ENSMUST00000229884	268857
ENSMUST00000096308	268857
ENSMUST00000163478	268857
ENSMUST00000223830	
ENSMUST00000204874	
ENSMUST00000203574	
ENSMUST00000203048	
ENSMUST00000203299	
ENSMUST00000048129	57746
ENSMUST00000226229	57746
ENSMUST00000226426	57746
ENSMUST00000190844	
ENSMUST00000216444	
ENSMUST00000073748	
ENSMUST00000224116	
ENSMUST00000071320	
ENSMUST00000033752	102857
ENSMUST00000164449	102857
ENSMUST00000114465	102857
ENSMUST00000146796	102857
ENSMUST00000168831	102857
ENSMUST00000171398	102857
ENSMUST00000114464	102857
ENSMUST00000168764	102857
ENSMUST00000170614	102857
ENSMUST00000166200	102857
ENSMUST00000170574	102857
ENSMUST00000167828	102857
ENSMUST00000114467	102857
ENSMUST00000225998	
ENSMUST00000224860	
ENSMUST00000049251	71791
ENSMUST00000230277	
ENSMUST00000060805	218236
ENSMUST00000194155	
ENSMUST00000185838	108168608
ENSMUST00000217316	
ENSMUST00000216553	
ENSMUST00000079790	
ENSMUST00000122252	
ENSMUST00000210883	
ENSMUST00000199400	
ENSMUST00000068079	
ENSMUST00000214965	
ENSMUST00000143992	
ENSMUST00000191873	
ENSMUST00000213247	257890
ENSMUST00000081274	257890
ENSMUST00000199951	
ENSMUST00000197841	140795
ENSMUST00000065220	140795
ENSMUST00000196081	140795
ENSMUST00000091112	140795
ENSMUST00000197220	140795
ENSMUST00000200358	140795
ENSMUST00000198838	140795
ENSMUST00000200673	140795
ENSMUST00000196716	140795
ENSMUST00000030491	
ENSMUST00000131014	
ENSMUST00000129317	
ENSMUST00000133066	
ENSMUST00000020655	76901
ENSMUST00000109090	76901
ENSMUST00000151277	76901
ENSMUST00000109091	76901
ENSMUST00000024708	94185
ENSMUST00000233482	94185
ENSMUST00000180159	17749
ENSMUST00000057177	17749
ENSMUST00000105359	23805
ENSMUST00000154212	23805
ENSMUST00000140658	23805
ENSMUST00000140828	23805
ENSMUST00000138909	23805
ENSMUST00000020349	23805
ENSMUST00000020252	20962
ENSMUST00000123244	20962
ENSMUST00000125612	20962
ENSMUST00000123791	77980
ENSMUST00000144585	77980
ENSMUST00000124576	77980
ENSMUST00000175778	77980
ENSMUST00000176277	77980
ENSMUST00000177388	77980
ENSMUST00000124398	77980
ENSMUST00000150539	77980
ENSMUST00000155146	77980
ENSMUST00000124642	77980
ENSMUST00000176028	77980
ENSMUST00000147020	77980
ENSMUST00000146637	77980
ENSMUST00000124153	
ENSMUST00000203287	
ENSMUST00000140883	
ENSMUST00000116456	19159
ENSMUST00000198355	19159
ENSMUST00000177196	19159
ENSMUST00000131436	19159
ENSMUST00000177281	19159
ENSMUST00000110727	19159
ENSMUST00000174235	
ENSMUST00000211176	
ENSMUST00000094807	434128
ENSMUST00000179424	
ENSMUST00000209617	381983
ENSMUST00000209701	381983
ENSMUST00000233503	381983
ENSMUST00000120005	381983
ENSMUST00000211609	381983
ENSMUST00000211309	381983
ENSMUST00000209351	381983
ENSMUST00000211127	381983
ENSMUST00000072580	381983
ENSMUST00000216810	
ENSMUST00000210171	
ENSMUST00000216372	56503
ENSMUST00000214456	56503
ENSMUST00000216037	56503
ENSMUST00000214979	56503
ENSMUST00000214882	56503
ENSMUST00000034406	56503
ENSMUST00000038163	71691
ENSMUST00000201159	
ENSMUST00000211557	
ENSMUST00000195915	
ENSMUST00000132863	269800
ENSMUST00000054553	269800
ENSMUST00000145138	269800
ENSMUST00000112428	269800
ENSMUST00000144308	269800
ENSMUST00000112427	269800
ENSMUST00000131555	269800
ENSMUST00000152752	269800
ENSMUST00000088308	269800
ENSMUST00000112425	269800
ENSMUST00000140835	269800
ENSMUST00000084275	269800
ENSMUST00000112424	269800
ENSMUST00000145566	269800
ENSMUST00000137325	269800
ENSMUST00000046064	269800
ENSMUST00000220697	
ENSMUST00000199814	
ENSMUST00000186353	
ENSMUST00000231688	20465
ENSMUST00000072182	20465
ENSMUST00000231295	20465
ENSMUST00000199755	
ENSMUST00000189445	
ENSMUST00000190684	
ENSMUST00000183019	
ENSMUST00000182342	
ENSMUST00000094481	14349
ENSMUST00000178124	100503386
ENSMUST00000223647	
ENSMUST00000226104	
ENSMUST00000224029	
ENSMUST00000206129	105247240
ENSMUST00000203090	
ENSMUST00000228615	
ENSMUST00000191359	
ENSMUST00000211285	102639138
ENSMUST00000226744	
ENSMUST00000226882	
ENSMUST00000040622	74191
ENSMUST00000228314	
ENSMUST00000226632	
ENSMUST00000237651	22682
ENSMUST00000149144	22682
ENSMUST00000025659	22682
ENSMUST00000141568	22682
ENSMUST00000133175	22682
ENSMUST00000105866	69885
ENSMUST00000121107	
ENSMUST00000202669	
ENSMUST00000085040	229323
ENSMUST00000202392	
ENSMUST00000231650	
ENSMUST00000101647	
ENSMUST00000074245	
ENSMUST00000232084	
ENSMUST00000117943	
ENSMUST00000124319	
ENSMUST00000131133	
ENSMUST00000231738	
ENSMUST00000227521	
ENSMUST00000226380	
ENSMUST00000058292	242505
ENSMUST00000102837	242505
ENSMUST00000222414	242505
ENSMUST00000186431	
ENSMUST00000105311	
ENSMUST00000115320	627049
ENSMUST00000035930	627049
ENSMUST00000115321	627049
ENSMUST00000123098	627049
ENSMUST00000155494	627049
ENSMUST00000189757	
ENSMUST00000187800	
ENSMUST00000115576	66643
ENSMUST00000140134	66643
ENSMUST00000193954	
ENSMUST00000148899	212862
ENSMUST00000134318	212862
ENSMUST00000117440	212862
ENSMUST00000126074	212862
ENSMUST00000143108	212862
ENSMUST00000020253	212862
ENSMUST00000139109	212862
ENSMUST00000117579	212862
ENSMUST00000073783	212862
ENSMUST00000203903	
ENSMUST00000034932	18828
ENSMUST00000126911	18828
ENSMUST00000113044	18828
ENSMUST00000156772	18828
ENSMUST00000180154	18828
ENSMUST00000204118	
ENSMUST00000218572	
ENSMUST00000207339	
ENSMUST00000036357	
ENSMUST00000209055	
ENSMUST00000220413	
ENSMUST00000186254	
ENSMUST00000062292	17300
ENSMUST00000026879	14545
ENSMUST00000150457	14545
ENSMUST00000189736	14545
ENSMUST00000189465	14545
ENSMUST00000022610	71145
ENSMUST00000069226	71145
ENSMUST00000154373	71145
ENSMUST00000199385	
ENSMUST00000180474	
ENSMUST00000200606	
ENSMUST00000199180	269473
ENSMUST00000046316	269473
ENSMUST00000199070	269473
ENSMUST00000200453	269473
ENSMUST00000198332	269473
ENSMUST00000196518	269473
ENSMUST00000197018	269473
ENSMUST00000198089	269473
ENSMUST00000198452	269473
ENSMUST00000215206	
ENSMUST00000092163	
ENSMUST00000160346	
ENSMUST00000234576	26405
ENSMUST00000234611	26405
ENSMUST00000096575	26405
ENSMUST00000190521	
ENSMUST00000185638	
ENSMUST00000214714	
ENSMUST00000042235	13627
ENSMUST00000129380	13627
ENSMUST00000143570	13627
ENSMUST00000144523	13627
ENSMUST00000150960	13627
ENSMUST00000154207	13627
ENSMUST00000126614	13627
ENSMUST00000156988	13627
ENSMUST00000102823	69863
ENSMUST00000143362	69863
ENSMUST00000048274	69863
ENSMUST00000146519	69863
ENSMUST00000150522	69863
ENSMUST00000030205	69863
ENSMUST00000148811	69863
ENSMUST00000214083	
ENSMUST00000232621	
ENSMUST00000162765	
ENSMUST00000219003	22288
ENSMUST00000218635	22288
ENSMUST00000217994	22288
ENSMUST00000217938	22288
ENSMUST00000219724	22288
ENSMUST00000219584	22288
ENSMUST00000219660	22288
ENSMUST00000217899	22288
ENSMUST00000219130	22288
ENSMUST00000219163	22288
ENSMUST00000219145	22288
ENSMUST00000219135	22288
ENSMUST00000076817	22288
ENSMUST00000216269	
ENSMUST00000217259	
ENSMUST00000232488	
ENSMUST00000035890	74087
ENSMUST00000069549	239931
ENSMUST00000231260	
ENSMUST00000215728	105243574
ENSMUST00000231367	
ENSMUST00000095922	627569
ENSMUST00000188320	
ENSMUST00000231355	
ENSMUST00000231376	
ENSMUST00000049697	54420
ENSMUST00000026013	17161
ENSMUST00000231695	
ENSMUST00000225017	
ENSMUST00000114571	77827
ENSMUST00000031815	77827
ENSMUST00000204308	77827
ENSMUST00000203371	77827
ENSMUST00000077093	77827
ENSMUST00000127980	77827
ENSMUST00000114572	77827
ENSMUST00000148697	77827
ENSMUST00000154536	77827
ENSMUST00000204554	77827
ENSMUST00000190415	
ENSMUST00000232328	
ENSMUST00000071374	
ENSMUST00000233163	
ENSMUST00000233120	
ENSMUST00000232795	
ENSMUST00000020341	66374
ENSMUST00000185563	
ENSMUST00000022916	239393
ENSMUST00000110305	239393
ENSMUST00000228575	239393
ENSMUST00000146714	239393
ENSMUST00000052337	69699
ENSMUST00000127027	
ENSMUST00000182505	
ENSMUST00000086519	11837
ENSMUST00000156359	11837
ENSMUST00000152976	11837
ENSMUST00000155584	11837
ENSMUST00000232288	
ENSMUST00000193450	
ENSMUST00000194935	
ENSMUST00000052512	
ENSMUST00000228887	
ENSMUST00000232360	
ENSMUST00000228811	
ENSMUST00000027035	20671
ENSMUST00000195555	20671
ENSMUST00000192650	20671
ENSMUST00000116652	20671
ENSMUST00000192505	20671
ENSMUST00000191647	20671
ENSMUST00000191939	20671
ENSMUST00000192913	20671
ENSMUST00000092162	17110
ENSMUST00000226327	
ENSMUST00000227261	
ENSMUST00000095934	69533
ENSMUST00000238695	
ENSMUST00000156068	
ENSMUST00000185794	
ENSMUST00000217517	
ENSMUST00000109163	
ENSMUST00000095774	68764
ENSMUST00000219453	68764
ENSMUST00000219158	68764
ENSMUST00000219065	68764
ENSMUST00000028188	98970
ENSMUST00000143099	
ENSMUST00000143551	
ENSMUST00000165580	239933
ENSMUST00000196889	69188
ENSMUST00000094962	69188
ENSMUST00000115128	69188
ENSMUST00000200330	69188
ENSMUST00000146375	69188
ENSMUST00000196260	69188
ENSMUST00000126586	69188
ENSMUST00000197591	69188
ENSMUST00000194010	69188
ENSMUST00000061628	219257
ENSMUST00000192557	219257
ENSMUST00000231885	
ENSMUST00000094805	
ENSMUST00000189115	108168604
ENSMUST00000228723	16880
ENSMUST00000067190	16880
ENSMUST00000226826	16880
ENSMUST00000164529	16880
ENSMUST00000226934	16880
ENSMUST00000226471	16880
ENSMUST00000227727	16880
ENSMUST00000171588	16880
ENSMUST00000050882	69661
ENSMUST00000075571	54200
ENSMUST00000209739	54200
ENSMUST00000210754	54200
ENSMUST00000210147	54200
ENSMUST00000209435	54200
ENSMUST00000209464	54200
ENSMUST00000210021	54200
ENSMUST00000211779	54200
ENSMUST00000186579	
ENSMUST00000047399	77596
ENSMUST00000224248	211922
ENSMUST00000224378	211922
ENSMUST00000224111	211922
